NAME,CITY,STATE
SHORE ACRES ELEMENTARY,BAY POINT,CA
CESAR E. CHAVEZ ELEMENTARY,RICHMOND,CA
DR. THEODORE T. ALEXANDER JR. SCIENCE CENTER,LOS ANGELES,CA
BARSTOW JUNIOR HIGH,BARSTOW,CA
ROBBINS ELEMENTARY,ROBBINS,CA
REED ELEMENTARY,TIBURON,CA
FARR AVENUE ELEMENTARY,ESCONDIDO,CA
VISITACION VALLEY MIDDLE,SAN FRANCISCO,CA
TWINHILL ELEMENTARY,RIVERSIDE,CA
NORTH TAHOE HIGH,TAHOE CITY,CA
WATSONVILLE HIGH,WATSONVILLE,CA
PARK VIEW ELEMENTARY,VICTORVILLE,CA
REDLANDS SENIOR HIGH,REDLANDS,CA
ROSEMONT MIDDLE,LA CRESCENTA,CA
CARVER (CHARLES J.) ELEMENTARY,CERRITOS,CA
DON RIGGIO,STOCKTON,CA
GREENHILLS ELEMENTARY,GRANITE BAY,CA
EL GABILAN ELEMENTARY,SALINAS,CA
BROAD AVENUE ELEMENTARY,WILMINGTON,CA
MAPLE ELEMENTARY,SHAFTER,CA
CORONA HIGH,CORONA,CA
MONTE VISTA HIGH,SPRING VALLEY,CA
LORETTA LAMPTON ELEMENTARY,NORWALK,CA
SOUTH BAY ELEMENTARY,EUREKA,CA
AMADOR HIGH,SUTTER CREEK,CA
CESAR CHAVEZ ELEMENTARY,NORWALK,CA
CHERRYLEE ELEMENTARY,EL MONTE,CA
CREEKSIDE OAKS ELEMENTARY,LINCOLN,CA
JULIEN HATHAWAY ELEMENTARY,OXNARD,CA
JENNY LIND ELEMENTARY,VALLEY SPRINGS,CA
BERYL HEIGHTS ELEMENTARY,REDONDO BEACH,CA
PENINSULA HIGH,SAN BRUNO,CA
NORMA COOMBS ELEMENTARY,PASADENA,CA
JEFFERSON ELEMENTARY,PAICINES,CA
HIGHLANDS ELEMENTARY,PITTSBURG,CA
COARSEGOLD ELEMENTARY,COARSEGOLD,CA
WOODLAND COMMUNITY DAY,WOODLAND,CA
INTERNATIONAL POLYTECHNIC HIGH,POMONA,CA
HILLTOP SENIOR HIGH,CHULA VISTA,CA
ANIMO VENICE CHARTER HIGH,VENICE,CA
SAN JACINTO ELEMENTARY,SAN JACINTO,CA
GUIN FOSS ELEMENTARY,SANTA ANA,CA
ROSA PARKS ELEMENTARY,SACRAMENTO,CA
SIERRA LAKES ELEMENTARY,FONTANA,CA
ALLAN PETERSON ELEMENTARY,MERCED,CA
BOHANNON MIDDLE,SAN LORENZO,CA
JAMES DUKES ELEMENTARY,RAMONA,CA
FIDDYMENT FARM,ROSEVILLE,CA
CLEO GORDON ELEMENTARY,FAIRFIELD,CA
ROBERTSON ROAD ELEMENTARY,MODESTO,CA
FRONTIER HIGH,CAMARILLO,CA
GLEN EDWARDS MIDDLE,LINCOLN,CA
FAIRBANKS ELEMENTARY,SACRAMENTO,CA
MISSION TRAILS ROP,SALINAS,CA
EVERGREEN ELEMENTARY,WEST SACRAMENTO,CA
JOHN F. CRUIKSHANK JR.,STOCKTON,CA
FIFTY-FOURTH STREET ELEMENTARY,LOS ANGELES,CA
MELVILLE S. JACOBSON ELEMENTARY,TRACY,CA
BORONDA MEADOWS,SALINAS,CA
DIVIDE HIGH,GEORGETOWN,CA
HOLTVILLE HIGH,HOLTVILLE,CA
MADISON ELEMENTARY,SANGER,CA
ROBERT M. PYLES STEM ACADEMY,STANTON,CA
HAMILTON COMMUNITY DAY,HAMILTON CITY,CA
BARRON PARK ELEMENTARY,PALO ALTO,CA
PALISADE GLACIER HIGH (CONTINUATION),BIG PINE,CA
VANGUARD PREPARATORY,APPLE VALLEY,CA
LASD PRESCHOOL,LOS ALTOS,CA
HENRY DALTON ELEMENTARY,AZUSA,CA
ALICIA CORTEZ ELEMENTARY,CHINO,CA
CAYUCOS ELEMENTARY,CAYUCOS,CA
C. T. ENGLISH MIDDLE,LOS GATOS,CA
KINGS COUNTY SPECIAL EDUCATION,HANFORD,CA
NEEDLES MIDDLE,NEEDLES,CA
GARFIELD ELEMENTARY,EUREKA,CA
LA GRANADA ELEMENTARY,RIVERSIDE,CA
MADISON ELEMENTARY,REDONDO BEACH,CA
SANTA CLARA COUNTY ROP-SOUTH,GILROY,CA
WHITTIER ELEMENTARY,HEMET,CA
PATTERSON ROAD ELEMENTARY,SANTA MARIA,CA
O. B. WHALEY ELEMENTARY,SAN JOSE,CA
LINDA VISTA ELEMENTARY,SAN JOSE,CA
LUNADA BAY ELEMENTARY,PALOS VERDES ESTATES,CA
GENE DREVNO COMMUNITY DAY,TORRANCE,CA
KERN COUNTY ROP,MOJAVE,CA
HENRY ELEMENTARY,RIALTO,CA
WATERFORD JUNIOR,WATERFORD,CA
FREMONT PRIMARY,CALIPATRIA,CA
RIDGEVIEW ELEMENTARY,GRANITE BAY,CA
VAN BUREN ELEMENTARY,JURUPA VALLEY,CA
MONTE VISTA ELEMENTARY,ROHNERT PARK,CA
SAN MARCOS SENIOR HIGH,SANTA BARBARA,CA
GARFIELD ELEMENTARY,LONG BEACH,CA
PROVIDENCE,OXNARD,CA
MARY FAY PENDLETON ELEMENTARY,OCEANSIDE,CA
CHARLES W. ELIOT MIDDLE,ALTADENA,CA
BOYS ACADEMIC LEADERSHIP ACADEMY,LOS ANGELES,CA
SESPE,FILLMORE,CA
PARADISE ELEMENTARY,PARADISE,CA
LINCOLN HIGH,SAN DIEGO,CA
WILLIAM MORENO JUNIOR HIGH,CALEXICO,CA
BRIARWOOD ELEMENTARY,SANTA CLARA,CA
CLEMINSON ELEMENTARY,TEMPLE CITY,CA
MARINA HIGH,MARINA,CA
WOODLAKE HIGH,WOODLAKE,CA
SUNSET RIDGE ELEMENTARY,PACIFICA,CA
FARNHAM CHARTER,SAN JOSE,CA
JOHN O. TYNES ELEMENTARY,PLACENTIA,CA
ALLENDALE ELEMENTARY,OAKLAND,CA
AMISTAD HIGH (CONTINUATION),INDIO,CA
AUGUST ELEMENTARY,STOCKTON,CA
RANCHO VIEJO MIDDLE,HEMET,CA
CHICO HIGH,CHICO,CA
NORTH SHORE ELEMENTARY,BIG BEAR LAKE,CA
CHRISTOPHER HIGH,GILROY,CA
EAST SAN GABRIEL VALLEY ROP,WEST COVINA,CA
PALMA CEIA ELEMENTARY,HAYWARD,CA
SAN JACINTO LEADERSHIP ACADEMY - MAGNET,SAN JACINTO,CA
FOSTER ELEMENTARY,COMPTON,CA
PALMER WAY,NATIONAL CITY,CA
CLOVIS NORTH HIGH,FRESNO,CA
THURGOOD MARSHALL,COMPTON,CA
YOSEMITE NATIONAL PARK EL PORTAL,EL PORTAL,CA
HUNTINGTON BEACH HIGH,HUNTINGTON BEACH,CA
PROVIDENCIA ELEMENTARY,BURBANK,CA
COLONEL JOSEPH C. RODRIGUEZ PREP ACADEMY,SAN BERNARDINO,CA
TRAVER ELEMENTARY,TRAVER,CA
LAKESIDE ELEMENTARY,LOS GATOS,CA
JOSEPH POMEROY WIDNEY CAREER PREP AND TRANSITION CENTER,LOS ANGELES,CA
PRICE CHARTER MIDDLE,SAN JOSE,CA
ONE HUNDRED SIXTEENTH STREET ELEMENTARY,LOS ANGELES,CA
TAYLOR (BERTHA) ELEMENTARY,SAN JOSE,CA
MESA ELEMENTARY,WEST COVINA,CA
GLENFELIZ BOULEVARD ELEMENTARY,LOS ANGELES,CA
EVERGREEN HIGH,OAKHURST,CA
CREATIVE PERFORMING AND MEDIA ARTS,SAN DIEGO,CA
SAN JUAN HILLS HIGH,SAN JUAN CAPISTRANO,CA
GOLDEN HILL K-8,SAN DIEGO,CA
LOMPOC HIGH,LOMPOC,CA
PHOENIX HIGH COMMUNITY DAY,LANCASTER,CA
DUAL LANGUAGE ACADEMY OF THE MONTEREY PENINSULA,SEASIDE,CA
WESLEY GAINES,PARAMOUNT,CA
INDEPENDENCE HIGH,SAN FRANCISCO,CA
CRESCENT HEIGHTS BOULEVARD ELEMENTARY,LOS ANGELES,CA
JULIETTE LOW SCHOOL OF THE ARTS,ANAHEIM,CA
OKA (ISOJIRO) ELEMENTARY,HUNTINGTON BEACH,CA
CARLIN C. COPPIN ELEMENTARY,LINCOLN,CA
ROLLING HILLS MIDDLE,EL DORADO HILLS,CA
ADA S. NELSON ELEMENTARY,WHITTIER,CA
LAUREL ELEMENTARY,OAKLAND,CA
ADAM (WILLIAM LAIRD) ELEMENTARY,SANTA MARIA,CA
CHAPMAN ELEMENTARY,GARDENA,CA
HAYES ELEMENTARY,SAN JOSE,CA
PORTOLA ELEMENTARY,SAN BRUNO,CA
PARKFIELD ELEMENTARY,SAN MIGUEL,CA
PAUL ROGERS ELEMENTARY,COLTON,CA
EMMETT S. FINLEY ELEMENTARY,HOLTVILLE,CA
WILSON ELEMENTARY,FRESNO,CA
SIERRA PRIMARY,HERLONG,CA
IMPERIAL MIDDLE,LA HABRA,CA
WALNUT AVENUE ELEMENTARY,CHINO,CA
JOSEPH M. SIMAS,HANFORD,CA
EL CAMINO REAL CONTINUATION HIGH,PLACENTIA,CA
ROLLING HILLS ELEMENTARY,FULLERTON,CA
ROYAL OAKS ELEMENTARY,VISALIA,CA
ELSINORE MIDDLE,LAKE ELSINORE,CA
ALLEN (ELLA B.) ELEMENTARY,BONITA,CA
BLYTHE DISTRICT PRESCHOOL,BLYTHE,CA
UNIVERSITY CITY HIGH,SAN DIEGO,CA
CHARLES T. KRANZ INTERMEDIATE,EL MONTE,CA
VICTORIANO ELEMENTARY,MORENO VALLEY,CA
EDWIN MARKHAM ELEMENTARY,VACAVILLE,CA
ANN B. LEAVENWORTH,FRESNO,CA
HAVARD (LEOLA M.) EARLY EDUCATION,SAN FRANCISCO,CA
BIRCH GROVE PRIMARY,NEWARK,CA
JAMES MONROE HIGH,NORTH HILLS,CA
CAWSTON ELEMENTARY,HEMET,CA
POWELL ACADEMY FOR SUCCESS,LONG BEACH,CA
MYRA LINN ELEMENTARY,RIVERSIDE,CA
COOPER ELEMENTARY,VACAVILLE,CA
MAINE PRAIRIE HIGH (CONTINUATION),DIXON,CA
TRANQUILLITY HIGH,TRANQUILLITY,CA
LOS CERRITOS MIDDLE,THOUSAND OAKS,CA
SIERRA VISTA CHARTER HIGH,TULARE,CA
TRINITY STREET ELEMENTARY,LOS ANGELES,CA
HILLSDALE ELEMENTARY,NORTH HIGHLANDS,CA
YUBA FEATHER ELEMENTARY,CHALLENGE,CA
FIGUEROA STREET ELEMENTARY,LOS ANGELES,CA
RED HAWK ELEMENTARY,TEMECULA,CA
JEFFERSON ELEMENTARY,RIVERSIDE,CA
D. W. BABCOCK ELEMENTARY,SACRAMENTO,CA
SIERRA VISTA ELEMENTARY,ARVIN,CA
ELLERTH E. LARSON ELEMENTARY,LODI,CA
TRUST BLENDED LEARNING,LA MESA,CA
GREENFIELD MIDDLE,BAKERSFIELD,CA
DOVER ACADEMY FOR INTERNATIONAL STUDIES,FAIRFIELD,CA
LATON MIDDLE,LATON,CA
SAN SALVADOR PRESCHOOL,COLTON,CA
PERRIS LAKE HIGH (CONTINUATION),PERRIS,CA
WALT DISNEY ELEMENTARY,BURBANK,CA
TAFT CHARTER HIGH,WOODLAND HILLS,CA
SAINT HELENA ELEMENTARY,ST. HELENA,CA
FRANKLIN ELEMENTARY,SANTA MONICA,CA
MCCORD ELEMENTARY,ORANGE COVE,CA
MENDOCINO COUNTY COMMUNITY,UKIAH,CA
BROOKSIDE ELEMENTARY,SAN ANSELMO,CA
ELM STREET ELEMENTARY,OXNARD,CA
JOHN CABRILLO ELEMENTARY,SACRAMENTO,CA
BARNETT ELEMENTARY,RAMONA,CA
RAMONA HIGH,RAMONA,CA
CALIFORNIA CITY HIGH,CALIFORNIA CITY,CA
NEIL CUMMINS ELEMENTARY,CORTE MADERA,CA
HARVEST MIDDLE,NAPA,CA
GRAVES ELEMENTARY,SALINAS,CA
RIVERSIDE COUNTY JUVENILE COURT,RIVERSIDE,CA
TRINITY COUNTY SPECIAL EDUCATION,WEAVERVILLE,CA
KENNEDY MIDDLE,EL CENTRO,CA
OLIVIA NIETO HERRERA ELEMENTARY,LONG BEACH,CA
INNOVATION MIDDLE,SAN DIEGO,CA
CHINO HIGH,CHINO,CA
BETTY PLASENCIA ELEMENTARY,LOS ANGELES,CA
WALNUT CREEK INTERMEDIATE,WALNUT CREEK,CA
WITTMANN (HELEN) ELEMENTARY,CERRITOS,CA
INGLEWOOD CONTINUATION HIGH,INGLEWOOD,CA
GAREY HIGH,POMONA,CA
ARBUCKLE ELEMENTARY,ARBUCKLE,CA
ROOSEVELT ELEMENTARY,PASADENA,CA
WOODBURY ELEMENTARY,IRVINE,CA
HERCULES HIGH,HERCULES,CA
DA VINCI SCIENCE,EL SEGUNDO,CA
COTTONWOOD CREEK ELEMENTARY,VISALIA,CA
ROGERS MIDDLE,LONG BEACH,CA
MENDOTA HIGH,MENDOTA,CA
JUNCTION ELEMENTARY,SOMES BAR,CA
TIOGA HIGH,GROVELAND,CA
PARK AVENUE ELEMENTARY,CUDAHY,CA
JOHN S. WASH ELEMENTARY,FRESNO,CA
MANZANITA COMMUNITY DAY,NORTH FORK,CA
LOUIS G. ZEYEN ELEMENTARY,GARDEN GROVE,CA
CANYON HILLS JUNIOR HIGH,CHINO HILLS,CA
GEORGE WASHINGTON ELEMENTARY,DALY CITY,CA
PHOENIX ELEMENTARY ACADEMY COMMUNITY DAY,FRESNO,CA
JORDAN HIGH,LONG BEACH,CA
JOHN ADAMS ELEMENTARY,TORRANCE,CA
VERDUGO HILLS SENIOR HIGH,TUJUNGA,CA
TWENTYNINE PALMS HIGH,TWENTYNINE PALMS,CA
CYPRESS SCHOOL OF THE ARTS,HESPERIA,CA
ELM HIGH,FRESNO,CA
PEARBLOSSOM ELEMENTARY,PEARBLOSSOM,CA
PATRICIA BEATTY ELEMENTARY,RIVERSIDE,CA
EVERGREEN VALLEY HIGH,SAN JOSE,CA
HELEN CARR CASTELLO ELEMENTARY,ELK GROVE,CA
PANORAMA HIGH,PANORAMA CITY,CA
BUTTERCUP PRE-SCHOOL,AGOURA HILLS,CA
SANTA MARGARITA ACADEMY,FALLBROOK,CA
WILSON ELEMENTARY,STOCKTON,CA
NORTH SHOREVIEW MONTESSORI,SAN MATEO,CA
WILLIAM MCKINLEY ELEMENTARY,COLTON,CA
KENNEDY ELEMENTARY,STOCKTON,CA
LOMPOC VALLEY MIDDLE,LOMPOC,CA
CALIFORNIA ELEMENTARY,WEST COVINA,CA
LONE PINE HIGH,LONE PINE,CA
CENTRAL ELEMENTARY,SAN DIEGO,CA
PACIFIC DRIVE ELEMENTARY,FULLERTON,CA
CHARLES H. LEE ELEMENTARY,AZUSA,CA
KATHERINE FINCHY ELEMENTARY,PALM SPRINGS,CA
CITRUS HIGH,PORTERVILLE,CA
GOLDEN HILL ELEMENTARY,FULLERTON,CA
ULLOA ELEMENTARY,SAN FRANCISCO,CA
NORDSTROM ELEMENTARY,MORGAN HILL,CA
LINCOLN ELEMENTARY,LYNWOOD,CA
TAFT ELEMENTARY,STOCKTON,CA
HORIZON,LA QUINTA,CA
SPECIAL EDUCATION PRESCHOOL,KING CITY,CA
NEW VALLEY CONTINUATION HIGH,SANTA CLARA,CA
HILDA L. SOLIS LRNG ACAD SCH OF TECH BUSINESS AND ED,LOS ANGELES,CA
FAIRVIEW MIDDLE,GONZALES,CA
LA QUINTA HIGH,WESTMINSTER,CA
SHADOW HILLS HIGH,INDIO,CA
FULTON,FRESNO,CA
JURUPA HILLS HIGH,FONTANA,CA
SYLMAR ELEMENTARY,SYLMAR,CA
RIO DEL REY HIGH (CONTINUATION),HELM,CA
BEACON PARK,IRVINE,CA
EL CENTRO JR./SR. HIGH,SACRAMENTO,CA
ORCHARD RANCH ELEMENTARY,ROSEVILLE,CA
DOGWOOD ELEMENTARY,HEBER,CA
LEROY GREENE ACADEMY,SACRAMENTO,CA
SUSAN H. NELSON,TEMECULA,CA
ALISAL ELEMENTARY,PLEASANTON,CA
ZELA DAVIS,HAWTHORNE,CA
COMPTON JUNIOR HIGH,BAKERSFIELD,CA
ROBINSON ACADEMY,LONG BEACH,CA
EUREKA COMMUNITY,EUREKA,CA
ARROWVIEW MIDDLE,SAN BERNARDINO,CA
CENTRAL ELEMENTARY,ESCONDIDO,CA
FREDERICK JOYCE ELEMENTARY,NORTH HIGHLANDS,CA
FRANCISCO BRAVO MEDICAL MAGNET HIGH,LOS ANGELES,CA
CARR LAKE COMMUNITY DAY,SALINAS,CA
LA FETRA ELEMENTARY,GLENDORA,CA
WESTWOOD HIGH,WESTWOOD,CA
NIXON (PATRICIA) ELEMENTARY,CERRITOS,CA
REDDING ELEMENTARY,SAN FRANCISCO,CA
CESAR E. CHAVEZ HIGH,SANTA ANA,CA
CRAM ELEMENTARY,HIGHLAND,CA
ACCESS COUNTY COMMUNITY,COSTA MESA,CA
MOUNTAIN HEIGHTS ACADEMY,SAN JACINTO,CA
LINCOLN MIDDLE,ALAMEDA,CA
HOOPER AVENUE PRIMARY CENTER,LOS ANGELES,CA
JOHN F. KENNEDY HIGH,LA PALMA,CA
JOHN D. SLOAT ELEMENTARY,SACRAMENTO,CA
MUIR ELEMENTARY,FRESNO,CA
OLD MILL ELEMENTARY,MILL VALLEY,CA
PINE VALLEY MIDDLE,PINE VALLEY,CA
OCEAN VIEW JUNIOR HIGH,OXNARD,CA
SAN RAFAEL ELEMENTARY,PASADENA,CA
CITRUS GLEN ELEMENTARY,VENTURA,CA
SLOAT (COMMODORE) ELEMENTARY,SAN FRANCISCO,CA
KNIGHTSEN ELEMENTARY,KNIGHTSEN,CA
SAVANNA HIGH,ANAHEIM,CA
SOMERSET MIDDLE,MODESTO,CA
ELLINGTON (DUKE) HIGH (CONTINUATION),LOS ANGELES,CA
CENTRAL VALLEY HIGH (CONTINUATION),SHAFTER,CA
VINEWOOD ELEMENTARY,LODI,CA
AFFLERBAUGH-PAIGE CAMP,LA VERNE,CA
CABAZON ELEMENTARY,CABAZON,CA
VIP VILLAGE PRESCHOOL,IMPERIAL BEACH,CA
SUTTERVILLE ELEMENTARY,SACRAMENTO,CA
TWENTY-FOURTH STREET ELEMENTARY,LOS ANGELES,CA
GRANADA HIGH,LIVERMORE,CA
LILLIAN STREET ELEMENTARY,LOS ANGELES,CA
MIRA LOMA HIGH,SACRAMENTO,CA
MARGARET SHEEHY ELEMENTARY,MERCED,CA
BOSTONIA LANGUAGE ACADEMY,EL CAJON,CA
WILSON ELEMENTARY,GRIDLEY,CA
SMYTHE ELEMENTARY,SAN YSIDRO,CA
MORENO HIGH (CONTINUATION),BEVERLY HILLS,CA
NORWOOD JUNIOR HIGH,SACRAMENTO,CA
LINDBERGH ELEMENTARY,LYNWOOD,CA
PHOENIX ACADEMY,APPLE VALLEY,CA
MONTEBELLO HIGH,MONTEBELLO,CA
DOVER ELEMENTARY,SAN PABLO,CA
CASTRO VALLEY HIGH,CASTRO VALLEY,CA
DEL ROBLE ELEMENTARY,SAN JOSE,CA
SANTA CLARA COUNTY COMMUNITY,SAN JOSE,CA
CRESCENT ELEMENTARY,SUISUN,CA
DELTA VISTA MIDDLE,OAKLEY,CA
LIBERTY HIGH (CONTINUATION),PASO ROBLES,CA
SHANDON ELEMENTARY,SHANDON,CA
LA MIRADA HIGH,LA MIRADA,CA
CARMEL CREEK ELEMENTARY,SAN DIEGO,CA
LADERA STARS ACADEMY,THOUSAND OAKS,CA
RENAISSANCE AT MATHSON,SAN JOSE,CA
VIEJO ELEMENTARY,MISSION VIEJO,CA
FRANKLIN ELEMENTARY,SANTA ANA,CA
TOM MATSUMOTO ELEMENTARY,SAN JOSE,CA
MILLENNIUM HIGH ALTERNATIVE,PIEDMONT,CA
AMELIA EARHART ELEMENTARY SCHOOL OF INTERNATIONAL STUDIES,INDIO,CA
TERRA NOVA HIGH,PACIFICA,CA
DEL REY WOODS ELEMENTARY,SEASIDE,CA
CLEVELAND ELEMENTARY,LAKEWOOD,CA
SUMMIT ELEMENTARY,RIVERSIDE,CA
TEAGUE ELEMENTARY,FRESNO,CA
CHESNUT HIGH (CONTINUATION),HURON,CA
WESTSIDE ELEMENTARY,THERMAL,CA
COMMONWEALTH ELEMENTARY,FULLERTON,CA
LEXINGTON ELEMENTARY,POMONA,CA
KEYES TO LEARNING CHARTER,KEYES,CA
MARQUEZ CHARTER,PACIFIC PALISADES,CA
FUERTE ELEMENTARY,EL CAJON,CA
SPRINGER ELEMENTARY,MOUNTAIN VIEW,CA
EL CERRITO MIDDLE,CORONA,CA
SAN BERNARDINO CO JUVE DETENTION AND ASSESSMENT CENTER,SAN BERNARDINO,CA
OAK VIEW HIGH SCHOOL & EDUCATION CENTER,YUCAIPA,CA
OAK HILLS HIGH,OAK HILLS,CA
WORKMAN AVENUE ELEMENTARY,WEST COVINA,CA
CIMARRON ELEMENTARY,PALMDALE,CA
CUCAMONGA ELEMENTARY,RANCHO CUCAMONGA,CA
CHERRY AVENUE MIDDLE,TULARE,CA
HAMILTON MIDDLE,LONG BEACH,CA
FIFTEENTH STREET ELEMENTARY,SAN PEDRO,CA
GEYSERVILLE NEW TECH ACADEMY,GEYSERVILLE,CA
ITLIONG-VERA CRUZ,UNION CITY,CA
BLAKER-KINSER JUNIOR HIGH,CERES,CA
MT. OLIVE INNOVATION AND TECHNOLOGY HIGH,DUARTE,CA
ERNEST P. WILLENBERG SPECIAL EDUCATION CENTER,SAN PEDRO,CA
OCEAN VIEW EARLY EDUCATION,OXNARD,CA
SANDBURG MIDDLE,GLENDORA,CA
ROBERT HILL LANE ELEMENTARY,MONTEREY PARK,CA
PLEASANT GROVE MIDDLE,RESCUE,CA
MURAOKA (SABURO) ELEMENTARY,CHULA VISTA,CA
WILLIAM BURNETT ELEMENTARY,MILPITAS,CA
ROCKLIN HIGH,ROCKLIN,CA
FRANCIS J. WHITE LEARNING CENTER,WOODLAKE,CA
LOS COYOTES ELEMENTARY,LA PALMA,CA
GERALD R. FORD ELEMENTARY,INDIAN WELLS,CA
R. ROGER ROWE MIDDLE,RANCHO SANTA FE,CA
MCFARLAND HIGH SCHOOL EARLY COLLEGE,MCFARLAND,CA
CITRUS HIGH (CONTINUATION),FONTANA,CA
LOMA VISTA IMMERSION ACADEMY,PETALUMA,CA
DANIEL PEARL JOURNALISM & COMMUNICATIONS MAGNET,LAKE BALBOA,CA
DIAMOND POINT ELEMENTARY,DIAMOND BAR,CA
WASHINGTON HIGH,FRESNO,CA
SILVER FORK ELEMENTARY,KYBURZ,CA
GARDEN ELEMENTARY,TULARE,CA
ACADEMY FOR ENRICHED SCIENCES,ENCINO,CA
CHRISTA MCAULIFFE ELEMENTARY,BAKERSFIELD,CA
ADELANTE HIGH (CONTINUATION),ROSEVILLE,CA
ENTERPRISE ALTERNATIVE,CLOVIS,CA
GOLDEN SIERRA JUNIOR SENIOR HIGH,GARDEN VALLEY,CA
RANCHO ROMERO ELEMENTARY,ALAMO,CA
STANFORD PRIMARY CENTER,SOUTH GATE,CA
HOLLYWOOD PARK ELEMENTARY,SACRAMENTO,CA
GENEVIEVE DIDION,SACRAMENTO,CA
CLOVERDALE HIGH,CLOVERDALE,CA
JAIME ESCALANTE ELEMENTARY,CUDAHY,CA
MIRAMONTE ELEMENTARY,LOS ANGELES,CA
TRUMAN BENEDICT ELEMENTARY,SAN CLEMENTE,CA
PALO VERDE ELEMENTARY,PALO ALTO,CA
RENU HOPE PRESCHOOL,BANNING,CA
DEWEY AVENUE ELEMENTARY,SAN GABRIEL,CA
WESTPARK ELEMENTARY,IRVINE,CA
SCOTT VALLEY JUNIOR HIGH,FORT JONES,CA
BUENA VISTA CONTINUATION HIGH,CHINO,CA
VISTA CONTINUATION HIGH,BAKERSFIELD,CA
SCHALLENBERGER ELEMENTARY,SAN JOSE,CA
BARBARA WEBSTER ELEMENTARY,SANTA PAULA,CA
ENV ACAD OF RESEARCH TECH AND EARTH SCIS,NEWBURY PARK,CA
CALVINE HIGH,SACRAMENTO,CA
MOULTON ELEMENTARY,LAGUNA NIGUEL,CA
FRANKLIN (BENJAMIN) ELEMENTARY,ANAHEIM,CA
FULTON (HARRY C.) MIDDLE,FOUNTAIN VALLEY,CA
BROOKTREE ELEMENTARY,SAN JOSE,CA
JOHN SWETT HIGH,CROCKETT,CA
ACCELERATED CHARTER HIGH,TULARE,CA
PLEASANT VALLEY ELEMENTARY,SAN MIGUEL,CA
FRANKLIN DELANO ROOSEVELT ELEMENTARY,DALY CITY,CA
FLOYD I. MARCHUS,CONCORD,CA
DUNLAP LEADERSHIP ACADEMY,DUNLAP,CA
BERRY CREEK ELEMENTARY,BERRY CREEK,CA
CENTRAL HIGH,LOS ANGELES,CA
LINCOLN (ABRAHAM) ELEMENTARY,ANAHEIM,CA
LINCOLN ELEMENTARY,OAKLAND,CA
CALIFORNIA CITY MIDDLE,CALIFORNIA CITY,CA
SOUTH/WEST PARK ELEMENTARY,TRACY,CA
STAR VIEW ELEMENTARY,MIDWAY CITY,CA
HARDING ELEMENTARY,BAKERSFIELD,CA
REDLANDS EAST VALLEY HIGH,REDLANDS,CA
CONTRA COSTA COUNTY ROP,PLEASANT HILL,CA
ALMANOR HIGH (CONTINUATION),CHESTER,CA
RUBEN SALAZAR CONTINUATION,PICO RIVERA,CA
SUTTER COUNTY SPECIAL EDUCATION,YUBA CITY,CA
BISHOP ELEMENTARY,BISHOP,CA
THOMAS JEFFERSON MIDDLE,INDIO,CA
ALAMO ELEMENTARY,SAN FRANCISCO,CA
STEVEN MILLARD ELEMENTARY,FREMONT,CA
MESA VERDE MIDDLE,SAN DIEGO,CA
CHANDLER ELEMENTARY,SHERMAN OAKS,CA
SIERRA PREPARATORY ACADEMY,SANTA ANA,CA
HAWTHORNE ELEMENTARY,SAN LUIS OBISPO,CA
ABRAHAM LINCOLN ELEMENTARY,CUPERTINO,CA
WESTON RANCH HIGH,STOCKTON,CA
ENTERPRISE HIGH,REDDING,CA
VANG PAO ELEMENTARY,FRESNO,CA
DEL VALLEJO MIDDLE,SAN BERNARDINO,CA
RIO LINDA HIGH,RIO LINDA,CA
TAHOE LAKE ELEMENTARY,TAHOE CITY,CA
WHITTIER HIGH,WHITTIER,CA
COLUMBIA-EAST VALLEY K-6 COMMUNITY DAY,REDDING,CA
HAYFORK ELEMENTARY,HAYFORK,CA
WEATHERSFIELD ELEMENTARY,THOUSAND OAKS,CA
TENAYA ELEMENTARY,GROVELAND,CA
RAILROAD CANYON ELEMENTARY,LAKE ELSINORE,CA
VINELAND ELEMENTARY,BAKERSFIELD,CA
CARSON-GORE ACADEMY OF ENVIORNMENTAL STUDIES,LOS ANGELES,CA
COLUMBUS (CHRISTOPHER) HIGH,DOWNEY,CA
SUMMERVILLE ELEMENTARY,TUOLUMNE,CA
YUCCA LOMA ELEMENTARY,APPLE VALLEY,CA
CESAR CHAVEZ ELEMENTARY,DAVIS,CA
MICHELLE OBAMA ELEMENTARY,EL CERRITO,CA
REDWOOD ELEMENTARY,CRESCENT CITY,CA
WILDWOOD ELEMENTARY,PIEDMONT,CA
JAMES M. BURCHFIELD PRIMARY,COLUSA,CA
VAL VERDE HIGH,PERRIS,CA
VINTAGE PARKWAY ELEMENTARY,OAKLEY,CA
LEXINGTON ELEMENTARY,LOS GATOS,CA
GLENKNOLL ELEMENTARY,YORBA LINDA,CA
MODOC COUNTY ROP,ALTURAS,CA
LOS MEDANOS ELEMENTARY,PITTSBURG,CA
WOODROW WALLACE MIDDLE,LAKE ISABELLA,CA
CANYON OAKS YOUTH CENTER,REDWOOD CITY,CA
CANYON VISTA ELEMENTARY,ALISO VIEJO,CA
ELSINORE ELEMENTARY,LAKE ELSINORE,CA
LOGAN ACADEMY OF GLOBAL ECOLOGY,LOS ANGELES,CA
