NAME,CITY,STATE
MALALA YOUSAFZAI,RICHMOND,TX
AMANDA ROCHELL EL,ROCKWALL,TX
PROGRESO EARLY CHILDHOOD,PROGRESO,TX
PEARLAND J H EAST,PEARLAND,TX
SPLENDORA H S,SPLENDORA,TX
LOUISE CABANISS EL,GRAND PRAIRIE,TX
HILL COUNTY JJAEP,HILLSBORO,TX
EL PASO ACADEMY,EL PASO,TX
WINDERMERE EL,PFLUGERVILLE,TX
SANTA ANNA EL,SANTA ANNA,TX
CUMBY H S,CUMBY,TX
WOODCREEK EL,KATY,TX
MERIDIAN WORLD SCHOOL LLC,ROUND ROCK,TX
MOORE M H EL,FORT WORTH,TX
CALLISBURG EL,GAINESVILLE,TX
CARROLL EL,CORSICANA,TX
INTERNATIONAL H S,AUSTIN,TX
CUERO J H,CUERO,TX
DEPELCHIN-RICHMOND,RICHMOND,TX
CELESTE H S,CELESTE,TX
KELLER EARLY LEARNING CENTER - NORTH,KELLER,TX
ILTEXAS ARLINGTON MIDDLE,ARLINGTON,TX
CENTER INT,CENTER,TX
TROUP H S,TROUP,TX
ANN RICHARDS STEAM ACADEMY,DALLAS,TX
HIDALGO CO J J A E P,MCALLEN,TX
ROSEMONT MIDDLE,FORT WORTH,TX
EDITH & ETHEL CARMAN EL,SAN JUAN,TX
FOSTER H S,RICHMOND,TX
W W SAMUELL H S,DALLAS,TX
PREMIER H S OF LAREDO,LAREDO,TX
IRELAND EL,ODESSA,TX
MCKINNEY H S,MCKINNEY,TX
NORTHRICH EL,RICHARDSON,TX
JUDY HAJEK EL,BURLESON,TX
BEATRICE MAYES INSTITUTE CHARTER SCHOOL,HOUSTON,TX
DERRY EL,PORT ISABEL,TX
THREE RIVERS EL,THREE RIVERS,TX
HIGHLAND PARK H S,DALLAS,TX
RICHARD MILBURN ACADEMY HOUSTON (SUBURBAN),HOUSTON,TX
EAGLE PASS H S,EAGLE PASS,TX
HIGHLAND HTS EL,HOUSTON,TX
ARLINGTON HEIGHTS H S,FORT WORTH,TX
MEMORIAL PATHWAY ACADEMY H S,GARLAND,TX
RUSK INT,RUSK,TX
HUBBARD ISD,DEKALB,TX
TWIN CREEKS MIDDLE,SPRING,TX
HORNE EL,HOUSTON,TX
ALTA VISTA EL,WACO,TX
MAURICE L WOLFE EL,HOUSTON,TX
TORNILLO INT,TORNILLO,TX
D A HULCY STEAM MIDDLE,DALLAS,TX
P E P,PEP,TX
IDEA EDINBURG ACADEMY,EDINBURG,TX
JOHN T WHITE EL,FORT WORTH,TX
BRIGHT ACAD,FRISCO,TX
DAVID W CARTER H S,DALLAS,TX
SANTA MARIA ACADEMIC ACADEMY-OPTIONS CAMPUS (6-12),SANTA MARIA,TX
DR MARIA PALMIRA MENDIOLA EL,MISSION,TX
JHW INSPIRE ACADEMY - BELL COUNTY,KILLEEN,TX
DEGAN EL,LEWISVILLE,TX
NORTH HEIGHTS ALTER,AMARILLO,TX
BERRY EL,HOUSTON,TX
ALLEN EL,CORPUS CHRISTI,TX
METHODIST CHILDREN'S HOME,WACO,TX
DAEP,EAGLE PASS,TX
MORNINGSIDE EL,FORT WORTH,TX
PARKLAND PRE-ENGINEERING MIDDLE,EL PASO,TX
WILKINSON EL,CONROE,TX
RUNGE EL,RUNGE,TX
UNDERWOOD EL,ANDREWS,TX
CANYON RIDGE MIDDLE,AUSTIN,TX
WOODVILLE INT,WOODVILLE,TX
IOWA PARK JJAEP,WICHITA FALLS,TX
TEXANS CAN ACADEMY - GRANT EAST,DALLAS,TX
SOUTHSIDE EL,MABANK,TX
GATESVILLE J H,GATESVILLE,TX
DR PAUL S SAENZ J H,SAN ANTONIO,TX
GRANDVIEW EL,GRANDVIEW,TX
SCHULZE EL,IRVING,TX
ROYSE CITY H S,ROYSE CITY,TX
SEAGOVILLE NORTH EL,DALLAS,TX
RABA EL,SAN ANTONIO,TX
AVERY EL,AVERY,TX
MILLER EL,LUBBOCK,TX
CLARENDON J H,CLARENDON,TX
ALTER ED CTR,ODESSA,TX
GAINESVILLE H S,GAINESVILLE,TX
SALADO MIDDLE,SALADO,TX
BROOKS ACADEMY OAKS,SAN ANTONIO,TX
PREMIER H S OF NORTH AUSTIN,AUSTIN,TX
ADAMS J H,FULSHEAR,TX
KEMP PRI,KEMP,TX
RIDER H S,WICHITA FALLS,TX
CAVAZOS MIDDLE,LUBBOCK,TX
REDLAND OAKS EL,SAN ANTONIO,TX
RUBEN HINOJOSA EL,MERCEDES,TX
BOB HOPE SCHOOL,PORT ARTHUR,TX
ROBERT DRISCOLL JR EL,ROBSTOWN,TX
DOGAN EL,HOUSTON,TX
CARROLL T WELCH EL,EL PASO,TX
WOODWAY EL,FORT WORTH,TX
SAM FORDYCE EL,SULLIVAN CITY,TX
WEST CYPRESS HILLS EL,SPICEWOOD,TX
MAYPEARL H S,MAYPEARL,TX
DAILEY MIDDLE,AUSTIN,TX
KOPPERL SCHOOL,KOPPERL,TX
COASTAL HORIZONS ACADEMY,TAFT,TX
EAST RIDGE EL,SWEETWATER,TX
WEDGWOOD MIDDLE,FORT WORTH,TX
YWLA AT BILL ARNOLD,GRAND PRAIRIE,TX
MOORE EL,CORPUS CHRISTI,TX
EAST GRAND PREPARATORY ACADEMY,DALLAS,TX
KEMP J H,KEMP,TX
LEGENDS PROPERTY,LEWISVILLE,TX
O'BRYANT INT,BELLVILLE,TX
SPUR SCHOOL,SPUR,TX
CHARLES GRAEBNER EL,SAN ANTONIO,TX
ROBERTS EL,HOUSTON,TX
AUSTWELL-TIVOLI EL,TIVOLI,TX
BERNAL MIDDLE,SAN ANTONIO,TX
TARVER EL,TEMPLE,TX
UNIVERSAL ACADEMY,IRVING,TX
GONZALO AND SOFIA GARCIA EL,EL PASO,TX
BEN BOLT-PALITO BLANCO H S,BEN BOLT,TX
GOLDEN RULE GRAND PRAIRIE,GRAND PRAIRIE,TX
BURRUS EL,HOUSTON,TX
WHITEHOUSE J H,WHITEHOUSE,TX
GLADYS POLK EL,RICHWOOD,TX
JOE M PIRTLE EL,TEMPLE,TX
LAKESIDE EL,COPPELL,TX
STOVALL MIDDLE,HOUSTON,TX
GARDEN OAKS MONTESSORI,HOUSTON,TX
ARLINGTON CLASSICS ACADEMY - ARKANSAS CAMPUS,ARLINGTON,TX
RICHARD J LEE EL,DALLAS,TX
BLACKWELL SCHOOL,BLACKWELL,TX
CRESTVIEW EL,WACO,TX
ALCOTT EL,HOUSTON,TX
LILLIAN EL,ALVARADO,TX
SOUTHWEST H S,FORT WORTH,TX
WRIGHT EL,WEATHERFORD,TX
JAIME ESCALANTE MIDDLE,PHARR,TX
MOORE MST MAGNET SCHOOL,TYLER,TX
AUSTIN H S,EL PASO,TX
KLEIN ROAD EL,NEW BRAUNFELS,TX
FREEMAN EL,GARLAND,TX
NORTH JOSHUA EL,BURLESON,TX
EARLY CHILDHOOD CENTER,KERRVILLE,TX
WIEDERSTEIN EL,CIBOLO,TX
ROGERS EL,FRISCO,TX
EXCELL PROGRAM,WASKOM,TX
MCLAUGHLIN STRICKLAND EL,FARMERS BRANCH,TX
NUECES CO J J A E P,CORPUS CHRISTI,TX
HICKS EL,HOUSTON,TX
PREMIER H S OF ARLINGTON,ARLINGTON,TX
SEGUIN EL,HOUSTON,TX
RUTH CHERRY INT,ROYSE CITY,TX
RICHARD MILBURN ACADEMY MIDLAND SOUTH,MIDLAND,TX
HARMONY SCHOOL OF INNOVATION - BROWNSVILLE,BROWNSVILLE,TX
RINGGOLD MIDDLE,RIO GRANDE CITY,TX
OAKLEY EL,NEW CANEY,TX
PARADISE MIDDLE,PARADISE,TX
SOUTH HOUSTON INT,SO HOUSTON,TX
CROCKETT MIDDLE,ODESSA,TX
WHITEWRIGHT MIDDLE,WHITEWRIGHT,TX
NANCY NEAL EL,MANSFIELD,TX
EASTRIDGE EL,AMARILLO,TX
FITZGERALD EL,ARLINGTON,TX
AVERY SECONDARY,AVERY,TX
THE VARNETT SCHOOL - EAST,HOUSTON,TX
TH JOHNSON EL,TAYLOR,TX
HIDALGO PARK EL,PHARR,TX
WINONA H S,WINONA,TX
DORIE MILLER INT,ENNIS,TX
HERNANDEZ EL,SAN MARCOS,TX
BRITAIN EL,IRVING,TX
DEW EL,DEW,TX
GRIFFIN EL,KATY,TX
PREMIER H S ONLINE,LEWISVILLE,TX
BONHAM EL,ABILENE,TX
SOUTH KNOLL EL,COLLEGE STATION,TX
TITCHE BLANTON AREA,DALLAS,TX
NEW EL,RICHARDSON,TX
HARLAN H S,SAN ANTONIO,TX
GARDEN RIDGE EL,GARDEN RIDGE,TX
CLINT ISD JJAEP,EL PASO,TX
ARGYLE MIDDLE,ARGYLE,TX
PEWITT H S,OMAHA,TX
SERENITY HIGH,MCKINNEY,TX
SUDAN H S,SUDAN,TX
DEADY MIDDLE,HOUSTON,TX
COLMESNEIL EL,COLMESNEIL,TX
JJAEP DISCIPLINARY SCHOOL,LA PORTE,TX
C STAINKE EL,DONNA,TX
VERIBEST H S,VERIBEST,TX
R V GROVES EL,WYLIE,TX
MILLER HEIGHTS EL,BELTON,TX
BOLDT EL,SAN ANTONIO,TX
JUNCTION H S,JUNCTION,TX
NORTHSIDE EL,EL CAMPO,TX
CLARK EL,LAREDO,TX
KOSTORYZ EL,CORPUS CHRISTI,TX
PLUMMER EL,CEDAR HILL,TX
K B POLK CENTER FOR ACADEMICALLY TALENTED & GIFTED,DALLAS,TX
B H MACON EL,DALLAS,TX
WOOTEN EL,AUSTIN,TX
WINDSOR PARK G/T,CORPUS CHRISTI,TX
SPECIAL PROG CTR/JJAEP,MCKINNEY,TX
ISCHOOL VIRTUAL ACADEMY OF TEXAS,LEWISVILLE,TX
BRANDEIS H S,SAN ANTONIO,TX
VICTORIA WALKER EL,BAYTOWN,TX
HENRIETTA H S,HENRIETTA,TX
ROACH EL,GARLAND,TX
CESAR CHAVEZ EL,LITTLE ELM,TX
PSJA MEMORIAL EARLY COLLEGE H S,ALAMO,TX
BARTON EL,IRVING,TX
CAPT D SALINAS II EL,ALAMO,TX
E-2 CENTRAL NE EL DON'T USE,EL PASO,TX
HUMBLE EL,HUMBLE,TX
BAKER EL,CANADIAN,TX
WESLEY EL,HOUSTON,TX
HUNTINGTON H S,HUNTINGTON,TX
BECKVILLE JR-SR HIGH SCHOOL,BECKVILLE,TX
RUNYAN EL,CONROE,TX
MARINE CREEK LEADERSHIP ACADEMY,FORT WORTH,TX
CYPRESS-FAIRBANKS J J A E P,HOUSTON,TX
MCLENNAN COUNTY CHALLENGE ACADEMY,WACO,TX
BROWNSVILLE LEARNING ACADEMY,BROWNSVILLE,TX
DEANDA EL,HOUSTON,TX
LYTLE H S,LYTLE,TX
HARMONY SCHOOL OF EXCELLENCE-HOUSTON,HOUSTON,TX
COMMERCE EL,COMMERCE,TX
BLAND MIDDLE,CELESTE,TX
PLEASANTON ISD SCHOOL OF CHOICE,PLEASANTON,TX
LANGHAM EL,NEDERLAND,TX
SINTON EL,SINTON,TX
COLIN L POWELL EL,EL PASO,TX
ANTHONY H S,ANTHONY,TX
DALLAS COUNTY JUVENILE JUSTICE,DALLAS,TX
MESA VERDE EL,AMARILLO,TX
MACKEY EL,BALCH SPRINGS,TX
GUERRERO EL,EL PASO,TX
H BOB DANIEL SR INT,DUNCANVILLE,TX
SAM HOUSTON H S,ARLINGTON,TX
ELDER MIDDLE,FORT WORTH,TX
PLEASANT GROVE H S,TEXARKANA,TX
WYLIE WEST J H,ABILENE,TX
DAINGERFIELD H S,DAINGERFIELD,TX
PARKLAND EL,EL PASO,TX
TRAVIS CO J J A E P,PFLUGERVILLE,TX
ANTHONY EL,ANTHONY,TX
TOM LEA JR EL,EL PASO,TX
ROOSEVELT J H,LUBBOCK,TX
HOLMES H S,SAN ANTONIO,TX
EDINBURG NORTH H S,EDINBURG,TX
BELAIRE EL,SAN ANGELO,TX
SHADOW FOREST EL,KINGWOOD,TX
LAMAR J H,ROSENBERG,TX
HARMONY SCHOOL OF INNOVATION- EULESS,EULESS,TX
LIT CYPR-MRCEVILLE H S,ORANGE,TX
PRAIRILAND H S,PATTONVILLE,TX
SMITH EL,AUSTIN,TX
ALICE W DOUSE EL,KILLEEN,TX
STONE HOTCHKISS AREA,DALLAS,TX
BRAZOS SCHOOL FOR INQUIRY AND CREATIVITY TIDWELL,HOUSTON,TX
GEORGETOWN CHARTER ACADEMY,GEORGETOWN,TX
WILLIAM LEE HASTINGS EL,DUNCANVILLE,TX
CHANDLER OAKS EL,ROUND ROCK,TX
IDEA RIVERVIEW ACADEMY,BROWNSVILLE,TX
RRISD EARLY COLLEGE H S,ROUND ROCK,TX
UPLAND HEIGHTS EL,LUBBOCK,TX
VERIBEST DAEP,SAN ANGELO,TX
BEN MILAM EL,CAMERON,TX
MART EL,MART,TX
TAHOKA H S,TAHOKA,TX
CURTSINGER EL,FRISCO,TX
SCHOOL OF HEALTH PROFESSIONS,DALLAS,TX
FARMERSVILLE J H,FARMERSVILLE,TX
A C BLUNT MIDDLE,ARANSAS PASS,TX
VISTA RIDGE H S,CEDAR PARK,TX
SAN ISIDRO EL,SAN ISIDRO,TX
DORA ROMERO EL,BROWNSVILLE,TX
BRIDGEPORT H S,BRIDGEPORT,TX
CROCKETT EL,WEATHERFORD,TX
EVANS SES,CORPUS CHRISTI,TX
COMO EL,FORT WORTH,TX
WATERS EL,LUBBOCK,TX
FLORENCE HILL EL,GRAND PRAIRIE,TX
CITY VIEW JUNIOR/SENIOR HIGH,WICHITA FALLS,TX
WINK EL,WINK,TX
MITTELSTADT EL,KLEIN,TX
DE CHAUMES EL,HOUSTON,TX
JEFFERSON MIDDLE,SAN ANTONIO,TX
BEAR BRANCH EL,MAGNOLIA,TX
MANUEL JARA EL,FORT WORTH,TX
MEADOWBROOK EL,FORT WORTH,TX
LITTLEFIELD J H,LITTLEFIELD,TX
KIRBY MIDDLE,WICHITA FALLS,TX
CREEKVIEW H S,CARROLLTON,TX
JOHN H SHARY EL,MISSION,TX
BASTROP H S,BASTROP,TX
GARCIA EL,HOUSTON,TX
FRIENDSHIP EL,KELLER,TX
FONVILLE MIDDLE,HOUSTON,TX
CEDAR PARK CHARTER ACADEMY,CEDAR PARK,TX
ASSETS,MANVEL,TX
AUSTIN EL,EDINBURG,TX
ARTHUR MILLER CAREER CENTER,KATY,TX
A M OCHOA EL,DONNA,TX
BISHOP H S,BISHOP,TX
HARMONY SCHOOL OF EXCELLENCE - EL PASO,EL PASO,TX
CARPENTER HILL EL,BUDA,TX
IDEA NAJIM ACADEMY,SAN ANTONIO,TX
BONHAM EL,BRYAN,TX
MONTGOMERY EL,MONTGOMERY,TX
DARTMOUTH EL,RICHARDSON,TX
JOSEPH J RHOADS LEARNING CENTER,DALLAS,TX
TEJEDA JUNIOR ACADEMY,SAN ANTONIO,TX
HARWOOD J H,BEDFORD,TX
LAKEWOOD EL,TOMBALL,TX
SHADOW OAKS EL,HOUSTON,TX
MCDONALD MIDDLE,MESQUITE,TX
HOBBS WILLIAMS EL,GRAND PRAIRIE,TX
CLARKE EL,FORT HOOD,TX
STAFFORD H S,STAFFORD,TX
BRAUN STATION EL,SAN ANTONIO,TX
HOLLIDAY EL,HOLLIDAY,TX
KENNEDALE ALTER ED PROG,KENNEDALE,TX
MITCHELL EL,DALLAS,TX
NORTH SIDE H S,FORT WORTH,TX
JACKIE MAE TOWNSELL EL,IRVING,TX
LAKELAND EL,HUMBLE,TX
ROBERT B SEWELL EL,SACHSE,TX
ROGERS ACADEMY,SAN ANTONIO,TX
GARDENDALE EL,SAN ANTONIO,TX
HIGHTOWER H S,MISSOURI CITY,TX
AEP CAMPUS,HOWE,TX
CROSS TIMBERS EL,AZLE,TX
GATEWAY CHARTER ACADEMY,DALLAS,TX
ZILKER EL,AUSTIN,TX
GIESINGER EL,CONROE,TX
GUZMAN EL,DONNA,TX
WOLFE CITY H S,WOLFE CITY,TX
BOWIE J H,BOWIE,TX
HARMONY SCHOOL OF INGENUITY-HOUSTON,HOUSTON,TX
NORTHWEST H S,JUSTIN,TX
LEVELLAND H S,LEVELLAND,TX
W R HATFIELD EL,JUSTIN,TX
BLOOMING GROVE H S,BLOOMING GROVE,TX
MOORE EL,HOUSTON,TX
HERITAGE MIDDLE,LUBBOCK,TX
BOVINA H S,BOVINA,TX
HIDALGO COUNTY BOOT CAMP,WESLACO,TX
ALICE PONDER EL,MANSFIELD,TX
VALLEY MILLS H S,VALLEY MILLS,TX
BRYSON SCHOOL,BRYSON,TX
LINCOLN HUMANITIES/COMMUNICATIONS MAGNET HIGH SCH,DALLAS,TX
SHEPHERD PRI,SHEPHERD,TX
BELL COUNTY DAEP,LITTLE RIVER ACADEMY,TX
CHARLOTTE H S,CHARLOTTE,TX
CAMERON CO J J A E P,RIO HONDO,TX
COLLEYVILLE HERITAGE H S,COLLEYVILLE,TX
IDEA BROWNSVILLE COLLEGE PREPARATORY,BROWNSVILLE,TX
THURGOOD MARSHALL LEADERSHIP ACADEMY,GRAND PRAIRIE,TX
ROSA PARKS/MILLBROOK EL,LANCASTER,TX
NORTH SHORE EL,HOUSTON,TX
BRIDGE CITY INT,BRIDGE CITY,TX
CHAMBERS EL,HOUSTON,TX
OYSTER CREEK EL,SUGAR LAND,TX
LONGVIEW H S,LONGVIEW,TX
MADISONVILLE J H,MADISONVILLE,TX
METRO OPPORTUNITY,FORT WORTH,TX
PALO PINTO EL,PALO PINTO,TX
SHADYDALE EL,HOUSTON,TX
RIDGEVIEW MIDDLE,ROUND ROCK,TX
TRADEWIND EL,AMARILLO,TX
DODD EL,WYLIE,TX
SEMINOLE SUCCESS CTR,SEMINOLE,TX
YES PREP - 5TH WARD,HOUSTON,TX
BREWER MIDDLE,WHITE SETTLEMENT,TX
VANDEGRIFT H S,AUSTIN,TX
ACADEMY H S,LITTLE RIVER,TX
MT ENTERPRISE H S,MT ENTERPRISE,TX
WEST SABINE H S,PINELAND,TX
PINEY WOODS EL,SPLENDORA,TX
EASTLAKE H S,EL PASO,TX
VILLAGE EL,GEORGETOWN,TX
SOUTH EL,LEVELLAND,TX
TRAVIS EL,PORT ARTHUR,TX
GEORGE WEST PRI,GEORGE WEST,TX
SKIDMORE-TYNAN J H,SKIDMORE,TX
AIKIN EL,PARIS,TX
HICKMAN EL,GARLAND,TX
ANDERSON H S,AUSTIN,TX
TAYLOR RAY EL,ROSENBERG,TX
MARLIN HIGH,MARLIN,TX
CLEAR CREEK INT,SANGER,TX
KINDRED EL,SAN ANTONIO,TX
EHRHART SCHOOL,BEAUMONT,TX
HARMONY SCIENCE ACADEMY - DALLAS,DALLAS,TX
ACADEMY JJAEP,LITTLE RIVER,TX
BROWN PRI,SMITHVILLE,TX
MEDLOCK YOUTH VILLAGE,DALLAS,TX
RIDGE POINT H S,MISSOURI CITY,TX
SAN LEON EL,DICKINSON,TX
SAM HOUSTON EL,WESLACO,TX
CHALLENGE ACADEMY,WACO,TX
EVERMAN ACADEMY H S,EVERMAN,TX
INNOVATION DESIGN ENTREPRENEURSHIP ACADEMY,DALLAS,TX
NEW MIDDLE #9 AT GULF WAY,ROUND ROCK,TX
BRAZOS CO JUVENILE DETENTION CENTER,BRYAN,TX
HCC LIFE SKILLS PROGRAM,HOUSTON,TX
JACK LUMMUS INT,ENNIS,TX
UPLIFT WISDOM SECONDARY,DALLAS,TX
HARPOOL MIDDLE,LANTANA,TX
PATHWAYS ACADEMIC CAMPUS,KILLEEN,TX
SGT LEONEL TREVINO EL,SAN JUAN,TX
